ccaa,fecha,cases_50to59,cases_60to69,cases_70to79,cases_above80,cases_under50,deaths_under50,deaths_50to59,deaths_60to69,deaths_70to79,deaths_above80,hosp_under50,hosp_50to59,hosp_60to69,hosp_70to79,hosp_above80,uci_under50,uci_50to59,uci_60to69,uci_70to79,uci_above80
Canarias,2021-12-22,421,184,76,61,2309,0,2,2,1,2,9,4,6,2,6,0,1,0,1,0
Ceuta,2021-12-22,4,3,1,0,53,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0
Galicia,2021-12-22,317,81,38,31,2310,0,0,1,0,2,6,8,8,9,9,1,2,3,3,1
País Vasco,2021-12-22,672,312,80,61,3603,0,0,1,0,2,1,5,4,2,6,1,2,0,0,0
Extremadura,2021-12-22,228,92,15,15,1571,0,0,0,0,0,4,1,1,0,4,0,0,0,0,0
Cataluña,2021-12-22,1805,776,283,191,10855,0,0,5,5,14,5,6,16,7,15,1,0,2,3,0
C.León,2021-12-22,776,299,92,90,3899,0,0,0,1,1,16,8,13,6,13,0,1,4,1,0
Andalucía,2021-12-22,1467,659,208,106,8274,1,2,0,1,7,26,16,20,12,20,3,0,0,3,0
C.Mancha,2021-12-22,448,191,52,35,2859,0,1,0,0,0,6,3,7,3,7,1,0,1,0,2
C.Valenciana,2021-12-22,962,520,144,73,5647,1,1,1,0,2,45,17,14,12,13,1,1,1,0,0
Cantabria,2021-12-21,70,34,11,10,371,0,0,1,0,0,4,2,1,3,5,0,1,0,1,0
Baleares,2021-12-21,209,106,24,14,1104,1,0,0,1,0,5,1,7,5,6,0,0,0,0,0
Asturias,2021-12-21,127,77,24,16,642,0,0,0,0,3,4,7,7,5,6,0,1,1,0,0
no_ccaa,2021-12-21,14,13,1,2,134,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0
Navarra,2021-12-21,198,72,24,20,1040,0,0,0,1,1,2,0,2,0,1,1,1,1,0,0
Murcia,2021-12-21,235,89,36,26,1473,0,0,0,0,2,13,13,14,3,4,3,0,4,0,0
Melilla,2021-12-21,12,3,1,0,51,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0
Madrid,2021-12-21,2682,1155,376,166,16242,1,0,1,4,4,46,19,30,16,27,6,1,3,1,0
La Rioja,2021-12-21,164,67,15,5,776,0,0,0,0,1,2,0,4,2,0,0,0,0,0,0
Aragón,2021-12-21,300,128,45,36,1441,0,0,1,0,2,11,7,2,9,9,0,0,0,2,0
Canarias,2021-12-21,369,133,68,30,2109,0,0,1,0,1,7,1,7,1,3,1,0,0,1,0
Ceuta,2021-12-21,10,6,0,3,50,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Galicia,2021-12-21,245,99,33,29,1701,0,0,2,0,1,8,4,4,6,6,0,2,0,1,0
País Vasco,2021-12-21,517,260,104,46,2730,0,0,1,1,1,4,6,8,6,4,0,0,1,2,0
Extremadura,2021-12-21,199,67,22,16,1230,0,1,0,0,0,3,0,1,1,3,0,0,0,0,0
Cataluña,2021-12-21,1661,801,283,169,9770,0,0,3,3,6,14,7,19,9,12,0,1,0,3,0
C.León,2021-12-21,644,282,108,93,3247,0,0,0,2,6,10,7,9,10,15,1,0,0,0,0
Andalucía,2021-12-21,1237,582,155,80,6809,0,1,2,2,5,40,10,21,16,12,7,3,3,0,0
C.Mancha,2021-12-21,357,147,42,44,2236,0,0,1,0,2,10,3,6,3,7,1,1,0,1,0
C.Valenciana,2021-12-21,744,474,141,92,4287,0,1,1,0,4,46,15,21,6,18,1,2,3,1,0
Cantabria,2021-12-20,54,36,12,8,267,0,0,0,0,0,3,1,3,1,4,2,0,1,1,0
Baleares,2021-12-20,162,89,18,11,815,0,0,0,0,1,5,1,2,2,1,0,0,2,0,0
Asturias,2021-12-20,124,65,17,13,447,0,1,0,0,1,6,5,7,4,3,0,1,0,1,0
no_ccaa,2021-12-20,11,5,1,1,73,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
Navarra,2021-12-20,150,96,26,10,758,0,0,0,0,1,2,3,3,3,2,0,0,0,1,0
Murcia,2021-12-20,238,120,28,14,1209,0,1,2,0,1,13,5,14,6,4,4,1,3,0,0
Melilla,2021-12-20,8,2,0,1,42,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Madrid,2021-12-20,2080,927,262,140,11112,0,0,1,1,2,26,15,26,22,22,1,1,4,1,1
La Rioja,2021-12-20,102,62,23,14,617,0,1,0,0,1,3,2,1,2,2,1,0,0,0,0
Aragón,2021-12-20,194,119,37,17,951,0,1,2,1,5,5,1,3,8,5,0,2,1,2,0
Canarias,2021-12-20,301,136,40,33,1614,0,0,1,0,2,1,6,5,1,5,1,3,3,1,1
Ceuta,2021-12-20,12,2,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-12-20,204,53,27,26,1139,1,0,0,1,4,8,5,3,6,13,0,0,1,1,0
País Vasco,2021-12-20,399,252,62,32,1981,0,0,2,0,5,9,6,5,4,2,0,0,1,1,0
Extremadura,2021-12-20,118,63,15,9,711,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0
Cataluña,2021-12-20,1544,797,279,208,8511,1,1,3,5,12,7,9,11,16,20,1,2,2,0,1
C.León,2021-12-20,404,185,61,50,1827,0,0,1,1,6,13,7,13,6,19,0,2,0,1,1
Andalucía,2021-12-20,885,443,137,68,4681,2,0,0,1,6,25,10,24,16,17,1,2,2,1,0
C.Mancha,2021-12-20,220,106,28,18,1210,0,0,0,2,1,5,3,9,2,3,3,1,0,0,0
C.Valenciana,2021-12-20,622,405,110,71,3359,0,0,2,0,4,34,20,23,13,13,1,3,3,4,0
Cantabria,2021-12-19,41,29,5,7,223,0,0,0,0,0,1,1,3,2,1,0,0,0,1,0
Baleares,2021-12-19,92,52,9,5,537,0,0,1,1,1,2,3,4,3,2,0,2,0,2,0
Asturias,2021-12-19,70,41,16,16,322,0,0,0,0,3,3,1,2,3,5,0,0,0,2,0
no_ccaa,2021-12-19,7,3,1,0,41,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Navarra,2021-12-19,82,34,9,6,470,0,0,1,1,0,1,1,2,0,1,0,0,1,1,0
Murcia,2021-12-19,123,63,18,8,639,0,0,1,1,2,4,5,6,5,4,1,1,2,1,0
Melilla,2021-12-19,1,3,2,0,27,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
Madrid,2021-12-19,433,207,44,46,2622,0,0,0,0,2,23,13,22,8,19,2,1,4,1,0
La Rioja,2021-12-19,82,32,5,12,423,1,0,0,0,0,2,0,1,0,0,2,0,0,0,0
Aragón,2021-12-19,105,65,21,10,627,0,1,1,1,2,8,2,3,1,7,0,0,0,0,0
Canarias,2021-12-19,148,75,25,12,919,0,0,0,1,2,5,4,7,4,5,1,2,2,1,0
Ceuta,2021-12-19,8,1,0,0,32,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Galicia,2021-12-19,190,71,31,26,1034,0,0,1,1,3,6,3,3,3,3,1,0,1,1,0
País Vasco,2021-12-19,225,120,41,20,1208,0,3,0,3,1,3,3,2,3,8,1,0,0,1,0
Extremadura,2021-12-19,58,28,4,11,373,0,0,0,0,1,4,0,1,2,1,1,0,0,0,0
Cataluña,2021-12-19,470,243,82,49,2325,0,1,2,4,9,10,7,12,8,13,0,0,4,0,0
C.León,2021-12-19,242,107,43,37,942,0,0,0,3,3,11,3,6,10,15,0,1,0,1,0
Andalucía,2021-12-19,428,232,77,62,2309,1,0,1,2,3,20,14,17,9,13,1,1,4,1,0
C.Mancha,2021-12-19,100,37,5,9,529,0,0,0,0,0,8,3,7,4,6,1,0,2,0,0
C.Valenciana,2021-12-19,244,150,54,25,1129,1,0,1,4,0,19,18,19,6,14,2,2,2,2,0
Cantabria,2021-12-18,42,29,7,4,149,0,0,0,0,0,0,1,1,1,2,1,1,0,0,1
Baleares,2021-12-18,111,53,21,6,565,0,0,0,0,2,8,3,1,3,2,1,0,0,0,0
Asturias,2021-12-18,106,66,24,21,402,0,0,0,0,1,2,1,6,2,6,0,0,0,0,0
no_ccaa,2021-12-18,6,4,2,1,60,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0
Navarra,2021-12-18,80,41,9,6,398,0,0,1,0,1,1,0,1,2,4,0,0,0,0,0
Murcia,2021-12-18,128,70,19,15,781,0,0,0,0,2,6,3,6,6,6,2,1,0,0,0
Melilla,2021-12-18,2,0,0,1,20,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0
Madrid,2021-12-18,502,206,85,37,2963,0,0,1,0,6,21,10,22,9,18,2,2,5,1,0
La Rioja,2021-12-18,67,33,4,8,410,0,0,0,0,0,0,2,1,0,2,0,1,0,0,0
Aragón,2021-12-18,130,67,41,29,719,0,1,0,0,3,7,4,5,7,1,1,2,0,1,0
Canarias,2021-12-18,142,87,28,15,1074,0,1,2,2,0,1,1,7,3,2,0,0,2,1,0
Ceuta,2021-12-18,3,1,1,1,39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Galicia,2021-12-18,188,92,37,29,998,0,0,0,1,1,6,4,8,3,3,0,1,0,0,0
País Vasco,2021-12-18,285,176,42,22,1436,0,1,1,1,5,2,4,8,3,4,0,0,2,0,0
Extremadura,2021-12-18,66,41,2,8,436,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Cataluña,2021-12-18,518,297,110,71,2644,1,1,1,2,9,5,5,7,2,13,1,1,3,0,0
C.León,2021-12-18,320,165,51,34,1303,0,0,0,0,2,5,3,15,7,14,0,0,3,1,0
Andalucía,2021-12-18,417,249,83,33,2390,0,1,1,4,2,15,13,24,8,16,3,0,3,0,1
C.Mancha,2021-12-18,117,74,16,8,726,0,0,1,0,0,7,1,6,1,4,0,1,1,1,0
C.Valenciana,2021-12-18,421,329,107,55,2367,0,0,0,4,2,28,16,22,16,19,2,0,1,2,0
Cantabria,2021-12-17,40,30,10,8,158,0,0,0,0,0,3,2,5,2,3,1,0,0,1,0
Baleares,2021-12-17,126,75,15,12,709,0,0,0,1,3,5,1,12,3,4,0,0,0,1,0
Asturias,2021-12-17,106,80,27,25,489,0,1,0,0,2,4,1,5,2,9,0,0,0,0,1
no_ccaa,2021-12-17,6,6,2,0,60,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Navarra,2021-12-17,94,68,8,5,587,0,0,0,1,1,2,1,4,1,0,0,1,0,1,0
Murcia,2021-12-17,177,102,23,16,1232,0,0,2,1,1,12,3,6,2,4,1,2,2,0,0
Melilla,2021-12-17,8,6,3,1,35,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0
Madrid,2021-12-17,1205,592,176,100,8019,0,0,0,1,4,29,9,24,15,17,0,1,0,1,0
La Rioja,2021-12-17,96,58,14,3,761,0,0,0,0,1,0,1,1,2,2,0,0,0,0,0
Aragón,2021-12-17,149,125,30,21,921,1,0,2,0,3,3,5,7,3,7,1,0,2,1,0
Canarias,2021-12-17,208,106,29,14,1423,0,0,2,0,2,3,1,2,7,4,0,0,2,3,0
Ceuta,2021-12-17,9,4,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-12-17,193,106,25,28,1066,0,0,0,3,2,8,6,10,5,9,0,0,2,3,0
País Vasco,2021-12-17,314,205,52,29,1818,0,1,0,0,2,7,8,5,5,8,0,2,4,1,0
Extremadura,2021-12-17,65,36,10,4,448,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0
Cataluña,2021-12-17,910,579,255,134,4801,0,0,4,4,13,9,4,17,14,20,0,0,5,3,0
C.León,2021-12-17,402,251,75,50,1846,0,0,1,1,1,8,11,11,7,6,1,0,3,2,0
Andalucía,2021-12-17,872,476,115,90,4508,0,0,1,1,4,16,12,28,10,16,1,2,1,2,0
C.Mancha,2021-12-17,195,99,26,11,908,0,0,0,0,1,4,3,5,7,3,0,0,3,2,0
C.Valenciana,2021-12-17,592,418,128,66,3592,0,0,2,1,4,29,9,17,7,15,2,1,4,1,0
Cantabria,2021-12-16,48,19,10,7,192,0,0,0,0,0,3,0,3,3,2,0,0,1,2,0
Baleares,2021-12-16,127,67,20,21,635,0,0,0,2,4,1,5,4,3,6,0,0,0,1,0
Asturias,2021-12-16,114,86,16,17,479,0,0,1,0,2,3,3,4,4,5,0,1,2,0,0
no_ccaa,2021-12-16,6,2,1,0,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navarra,2021-12-16,90,69,13,7,575,0,0,0,0,1,1,0,4,1,2,0,0,0,1,1
Murcia,2021-12-16,148,114,18,15,1065,0,0,0,0,1,8,5,6,0,1,2,3,1,0,0
Melilla,2021-12-16,9,5,2,1,47,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0
Madrid,2021-12-16,821,437,126,98,6668,1,0,0,0,3,23,5,17,16,24,0,1,2,2,2
La Rioja,2021-12-16,61,23,6,5,429,0,0,0,1,0,3,3,3,0,0,0,0,1,0,0
Aragón,2021-12-16,167,109,46,26,986,1,1,1,1,2,8,3,6,7,7,0,2,0,2,0
Canarias,2021-12-16,182,80,31,12,1364,0,0,1,2,3,3,4,5,7,2,0,1,1,2,0
Ceuta,2021-12-16,7,0,1,1,83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Galicia,2021-12-16,185,111,17,22,993,0,0,0,2,2,8,7,11,4,5,0,1,4,0,0
País Vasco,2021-12-16,289,217,66,51,1872,0,1,0,3,1,6,2,6,3,3,1,1,2,0,0
Extremadura,2021-12-16,52,40,7,6,433,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0
Cataluña,2021-12-16,640,464,180,125,3613,1,1,4,6,10,5,6,19,14,9,0,3,3,0,1
C.León,2021-12-16,350,187,56,50,1559,0,0,3,0,5,8,7,9,5,7,0,2,3,0,1
Andalucía,2021-12-16,819,468,149,78,4507,0,1,1,1,1,16,16,23,16,8,1,2,5,1,0
C.Mancha,2021-12-16,130,76,19,13,815,0,0,0,0,0,3,4,1,3,3,0,0,2,1,0
C.Valenciana,2021-12-16,532,362,103,65,2891,1,0,3,3,5,26,14,13,9,13,2,0,5,4,0
Cantabria,2021-12-15,44,42,8,13,209,0,0,1,0,0,3,4,5,1,3,1,2,4,0,1
Baleares,2021-12-15,130,61,11,6,664,0,0,0,0,0,6,5,8,1,3,0,0,2,0,0
Asturias,2021-12-15,114,78,32,39,465,0,0,0,1,2,5,1,9,3,6,1,0,2,0,1
no_ccaa,2021-12-15,3,7,5,1,66,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0
Navarra,2021-12-15,114,60,17,10,515,0,0,0,0,0,0,3,4,2,3,0,1,0,0,0
Murcia,2021-12-15,149,91,27,18,1010,1,0,0,0,1,5,9,7,1,4,0,1,1,0,0
Melilla,2021-12-15,8,6,1,0,30,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
Madrid,2021-12-15,750,383,121,64,6648,0,0,1,1,2,15,11,20,8,8,1,0,2,2,0
La Rioja,2021-12-15,48,22,9,1,305,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Aragón,2021-12-15,161,108,38,20,822,1,0,0,1,2,6,3,11,6,5,0,1,0,2,0
Canarias,2021-12-15,128,64,27,9,1264,0,1,0,0,0,5,7,2,5,0,1,3,1,1,1
Ceuta,2021-12-15,9,3,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-12-15,180,108,34,28,922,0,0,1,0,1,5,10,6,6,8,0,2,1,1,1
País Vasco,2021-12-15,247,231,69,37,1633,0,0,1,1,4,5,2,12,4,7,1,0,0,2,0
Extremadura,2021-12-15,56,33,12,11,426,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0
Cataluña,2021-12-15,657,553,205,117,3936,0,0,4,4,7,5,9,7,14,13,1,5,3,2,2
C.León,2021-12-15,323,205,67,59,1508,0,0,0,0,2,8,5,6,2,11,1,1,2,1,0
Andalucía,2021-12-15,631,374,102,56,3744,0,1,1,0,1,15,8,18,8,8,3,1,1,1,0
C.Mancha,2021-12-15,125,98,21,16,766,0,0,1,1,0,11,6,4,5,7,1,1,2,0,0
C.Valenciana,2021-12-15,542,384,107,64,2940,0,0,0,1,2,24,11,19,16,17,2,4,3,3,0
Cantabria,2021-12-14,32,30,2,4,126,0,0,0,0,0,0,1,4,2,2,0,0,0,0,0
Baleares,2021-12-14,99,81,17,12,626,0,0,0,0,0,4,3,9,5,5,0,1,1,3,0
Asturias,2021-12-14,119,97,39,21,391,0,0,2,1,1,5,3,6,5,6,0,0,2,2,0
no_ccaa,2021-12-14,4,7,3,2,53,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Navarra,2021-12-14,108,77,11,22,521,0,0,0,0,0,6,1,6,1,1,0,1,2,0,0
Murcia,2021-12-14,139,74,19,12,791,1,0,0,1,0,13,2,5,5,5,2,1,2,2,0
Melilla,2021-12-14,10,5,2,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2021-12-14,578,311,91,54,5173,1,0,2,1,2,17,9,20,11,19,1,2,1,0,0
La Rioja,2021-12-14,41,29,5,2,295,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0
Aragón,2021-12-14,149,91,32,29,775,1,0,1,0,4,4,7,8,7,6,0,0,1,0,0
Canarias,2021-12-14,120,68,17,9,990,0,0,2,0,1,6,6,3,4,3,1,1,0,0,0
Ceuta,2021-12-14,14,4,0,2,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-12-14,175,126,32,27,864,0,0,0,0,2,6,3,14,8,5,1,2,2,0,0
País Vasco,2021-12-14,252,215,71,53,1409,0,0,1,1,1,7,2,5,4,5,0,1,2,1,0
Extremadura,2021-12-14,61,46,13,2,327,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0
Cataluña,2021-12-14,690,563,230,142,3783,0,0,1,5,7,2,3,8,11,11,0,0,0,2,0
C.León,2021-12-14,270,186,62,41,1354,0,0,2,1,2,5,10,9,6,8,0,1,2,1,0
Andalucía,2021-12-14,534,304,114,49,2820,0,1,1,2,3,18,4,13,7,12,2,0,3,0,1
C.Mancha,2021-12-14,105,75,19,20,681,0,0,0,0,2,3,3,6,1,5,1,1,2,0,0
C.Valenciana,2021-12-14,516,384,118,67,2796,0,0,1,4,3,24,12,25,17,8,2,1,5,3,0
Cantabria,2021-12-13,23,24,13,3,142,0,0,0,0,1,2,0,2,3,0,0,0,1,0,0
Baleares,2021-12-13,131,102,20,13,717,0,0,0,0,0,2,6,4,4,3,1,2,0,0,1
Asturias,2021-12-13,81,65,18,28,320,0,0,0,0,1,2,1,9,3,5,0,0,2,1,0
no_ccaa,2021-12-13,10,2,1,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Navarra,2021-12-13,124,104,14,6,497,0,0,0,0,0,2,2,0,2,1,0,0,0,0,0
Murcia,2021-12-13,103,66,21,13,521,0,0,0,0,0,5,5,5,4,2,0,1,2,1,0
Melilla,2021-12-13,8,7,0,0,35,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
Madrid,2021-12-13,467,287,105,36,3250,0,0,2,1,4,7,5,16,9,14,3,1,2,2,1
La Rioja,2021-12-13,34,30,9,4,203,0,0,0,1,0,0,0,1,2,1,0,0,0,0,0
Aragón,2021-12-13,99,65,24,18,495,0,0,0,1,1,6,4,5,4,7,1,0,0,0,0
Canarias,2021-12-13,82,42,19,10,567,0,1,0,1,0,3,1,4,1,6,0,1,1,1,0
Ceuta,2021-12-13,8,3,0,0,59,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galicia,2021-12-13,182,102,33,20,708,0,0,0,1,2,4,8,11,4,7,0,1,1,1,1
País Vasco,2021-12-13,262,203,52,24,1412,0,0,0,1,1,2,9,5,6,2,0,2,3,0,0
Extremadura,2021-12-13,50,25,8,3,204,0,0,0,2,2,2,0,3,0,0,1,0,0,0,0
Cataluña,2021-12-13,906,669,256,184,4236,0,1,0,5,12,5,9,13,8,13,1,2,2,0,0
C.León,2021-12-13,240,204,55,44,1034,0,0,0,0,3,6,4,7,9,9,1,0,0,2,0
Andalucía,2021-12-13,381,231,94,38,2096,0,0,1,1,4,16,8,16,11,11,0,1,2,1,0
C.Mancha,2021-12-13,87,50,15,8,427,0,0,1,0,0,6,4,5,3,3,0,2,0,1,0
C.Valenciana,2021-12-13,430,398,102,77,2399,0,1,3,3,3,19,14,25,15,8,1,2,8,3,0
Cantabria,2021-12-12,12,12,5,2,80,0,0,0,0,1,4,0,2,2,2,0,0,0,2,0
Baleares,2021-12-12,52,45,8,5,298,0,0,0,0,1,1,1,4,2,5,0,0,2,1,0
Asturias,2021-12-12,92,52,19,9,269,0,0,0,0,0,3,1,4,0,3,0,1,4,0,0
no_ccaa,2021-12-12,1,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Navarra,2021-12-12,54,51,19,5,366,0,0,0,1,1,4,0,2,1,1,0,1,0,0,0
Murcia,2021-12-12,85,45,10,9,430,0,0,0,0,0,3,3,3,2,7,0,1,0,0,0
Melilla,2021-12-12,2,2,0,0,18,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Madrid,2021-12-12,77,53,19,19,616,0,0,0,0,0,11,4,13,8,12,2,2,2,1,0
La Rioja,2021-12-12,14,8,4,0,88,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Aragón,2021-12-12,84,70,28,10,512,0,0,0,1,2,2,7,1,2,3,0,1,1,1,0
Canarias,2021-12-12,58,45,14,4,374,0,0,0,0,0,2,2,6,3,4,0,1,1,1,0
Ceuta,2021-12-12,3,1,0,0,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Galicia,2021-12-12,143,119,39,18,760,0,0,0,1,0,2,6,10,2,5,1,0,1,0,0
País Vasco,2021-12-12,155,149,54,20,1004,0,1,0,1,0,2,0,4,5,2,0,1,0,0,0
Extremadura,2021-12-12,35,24,9,3,131,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Cataluña,2021-12-12,300,240,101,62,1472,0,1,3,2,7,11,7,7,5,12,0,0,1,1,0
C.León,2021-12-12,119,100,33,19,614,1,1,0,0,5,7,6,6,5,9,1,0,1,0,0
Andalucía,2021-12-12,203,110,42,25,951,1,1,1,2,1,14,5,16,10,8,0,1,2,0,0
C.Mancha,2021-12-12,52,43,18,4,281,0,0,0,0,1,2,2,4,5,1,1,1,1,2,0
C.Valenciana,2021-12-12,176,156,37,20,859,0,0,3,1,1,21,11,12,11,13,0,2,1,1,0
Cantabria,2021-12-11,23,38,6,6,145,0,0,0,0,0,1,1,2,2,0,0,0,1,1,0
Baleares,2021-12-11,67,49,12,7,320,0,0,0,1,1,2,5,4,3,1,2,1,0,0,0
Asturias,2021-12-11,69,82,16,14,350,0,0,1,0,0,1,0,8,4,4,2,0,1,0,0
no_ccaa,2021-12-11,3,3,1,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Navarra,2021-12-11,101,81,12,6,471,0,0,0,0,0,2,3,4,1,2,0,0,0,0,0
Murcia,2021-12-11,84,64,9,9,451,0,0,0,0,2,9,0,8,2,6,1,0,2,1,0
Melilla,2021-12-11,12,2,2,0,43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Madrid,2021-12-11,121,85,22,19,751,0,0,0,1,0,17,7,10,6,14,3,0,2,0,0
La Rioja,2021-12-11,19,14,4,1,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aragón,2021-12-11,129,107,24,16,572,0,2,1,0,3,6,5,7,1,3,0,0,1,1,0
Canarias,2021-12-11,75,65,17,10,427,0,1,0,0,1,9,1,2,4,6,1,0,1,0,0
Ceuta,2021-12-11,3,1,0,0,34,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
Galicia,2021-12-11,141,121,40,25,635,0,0,0,1,3,10,4,15,10,7,2,3,2,2,0
País Vasco,2021-12-11,205,182,58,22,1201,0,0,0,1,0,2,6,9,3,1,0,1,2,2,0
Extremadura,2021-12-11,28,24,8,7,157,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0
Cataluña,2021-12-11,378,314,150,74,1760,0,0,1,3,6,4,6,13,7,9,0,1,5,1,0
C.León,2021-12-11,147,126,36,26,667,0,0,1,0,1,5,7,8,3,9,1,2,0,0,1
Andalucía,2021-12-11,284,184,68,53,1389,1,0,2,0,4,11,4,14,17,10,0,0,3,1,0
C.Mancha,2021-12-11,73,51,13,5,323,0,0,0,1,0,5,6,3,3,6,0,1,0,0,1
C.Valenciana,2021-12-11,324,275,105,40,1687,1,0,2,1,3,18,17,24,15,14,1,2,3,1,0
Cantabria,2021-12-10,23,35,16,4,132,0,0,0,0,0,0,0,1,3,1,0,1,0,1,0
Baleares,2021-12-10,74,57,9,11,496,0,0,0,0,0,4,3,4,2,2,0,1,0,0,0
Asturias,2021-12-10,81,94,22,11,339,0,0,0,0,3,1,2,9,2,3,0,0,3,0,0
no_ccaa,2021-12-10,5,4,1,0,38,0,0,0,0,0,2,3,1,0,0,0,1,0,0,0
Navarra,2021-12-10,122,77,11,18,665,0,0,0,0,1,4,1,3,1,3,0,0,1,0,0
Murcia,2021-12-10,120,81,18,17,735,0,0,1,1,0,4,2,6,4,1,1,0,0,0,0
Melilla,2021-12-10,14,3,3,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madrid,2021-12-10,403,316,109,64,2599,0,0,1,2,0,22,13,18,18,12,1,3,3,4,1
La Rioja,2021-12-10,22,28,6,1,112,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Aragón,2021-12-10,182,130,33,24,844,0,0,0,1,1,5,4,8,6,4,0,0,0,1,0
Canarias,2021-12-10,91,60,29,9,463,0,0,0,1,1,1,2,8,4,0,0,0,4,1,0
Ceuta,2021-12-10,7,3,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Galicia,2021-12-10,163,147,40,23,681,0,0,1,1,3,3,3,11,5,10,0,0,3,0,0
País Vasco,2021-12-10,269,228,97,36,1470,0,0,0,1,3,3,5,14,4,2,0,0,0,1,0
Extremadura,2021-12-10,45,31,7,8,235,0,0,0,0,0,1,2,0,1,2,0,1,0,1,0
Cataluña,2021-12-10,697,590,275,167,3740,0,0,0,3,4,2,5,13,8,9,1,2,0,0,0
C.León,2021-12-10,262,213,48,47,1057,0,1,1,1,6,10,7,10,7,14,0,3,3,1,0
Andalucía,2021-12-10,282,187,72,34,1543,2,1,0,0,1,14,5,10,6,13,1,2,2,0,0
C.Mancha,2021-12-10,89,67,19,8,467,0,0,0,1,1,1,3,10,4,1,0,0,0,0,0
C.Valenciana,2021-12-10,458,411,134,58,2664,0,0,0,1,3,26,17,27,13,14,2,1,4,1,0
Cantabria,2021-12-09,19,27,12,0,118,0,0,0,0,0,1,1,1,3,0,1,0,1,2,0
Baleares,2021-12-09,91,63,17,15,508,0,0,0,0,0,7,5,4,3,5,0,1,0,1,0
Asturias,2021-12-09,63,70,18,5,240,0,0,2,0,0,4,1,5,3,6,0,0,1,3,0
no_ccaa,2021-12-09,4,5,2,1,26,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
Navarra,2021-12-09,128,80,14,2,647,0,0,0,0,0,1,2,2,3,0,0,0,3,0,0
Murcia,2021-12-09,67,55,21,7,432,0,2,1,1,0,8,4,9,1,2,0,0,0,1,0
Melilla,2021-12-09,6,3,2,0,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Madrid,2021-12-09,314,216,64,35,1838,0,0,0,2,1,13,10,10,9,15,1,0,2,0,0
La Rioja,2021-12-09,19,19,6,1,80,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
Aragón,2021-12-09,106,92,32,17,437,0,0,1,0,7,6,2,2,4,4,0,0,3,0,0
Canarias,2021-12-09,56,54,25,10,336,0,0,0,1,1,2,3,7,3,3,1,1,1,1,0
